NRKARTY;DATAW;MASA;JEDN;FIRMA;NR_KLIENTA;NR_ODPADU;NR_MAGW
311/0W/2006;27.02.2006;0,095;Mg.;0;769;370;3 302
312/0W/2006;27.02.2006;2,300;Mg.;0;769;594;3 303
313/0W/2006;27.02.2006;0,000;Mg.;0;769;624;3 304
314/0W/2006;27.02.2006;0,000;Mg.;0;769;651;3 305
315/0W/2006;27.02.2006;0,900;Mg.;0;769;803;3 306
316/0W/2006;27.02.2006;0,400;Mg.;0;769;830;3 307
317/0W/2006;27.02.2006;2,641;Mg.;0;769;564;3 308
318/0W/2006;27.02.2006;9,098;Mg.;0;769;571;3 309
319/0W/2006;28.02.2006;5,000;Mg.;0;769;271;3 310
320/0W/2006;28.02.2006;3,500;Mg.;0;769;594;3 311
321/0W/2006;28.02.2006;0,100;Mg.;0;769;595;3 312
322/0W/2006;28.02.2006;0,001;Mg.;0;769;598;3 313
323/0W/2006;28.02.2006;2,000;Mg.;0;769;651;3 314
324/0W/2006;28.02.2006;4,000;Mg.;0;769;571;3 315
325/0W/2006;28.02.2006;3,059;Mg.;0;769;565;3 316
84/1W/2006;16.03.2006;18,740;Mg.;1;2 514;564;3 317
85/1W/2006;20.03.2006;4,960;Mg.;1;2 594;564;3 318
86/1W/2006;30.01.2006;19,240;Mg.;1;2 078;564;3 319
87/1W/2006;17.03.2006;1,200;Mg.;1;3 110;565;3 320
88/1W/2006;22.03.2006;0,000;Mg.;1;1 897;565;3 321
89/1W/2006;22.03.2006;4,650;Mg.;1;2 708;565;3 322
90/1W/2006;24.02.2006;11,150;Mg.;1;2 208;564;3 323
91/1W/2006;06.03.2006;12,380;Mg.;1;2 208;564;3 324
92/1W/2006;09.03.2006;9,520;Mg.;1;2 208;564;3 325
93/1W/2006;23.03.2006;9,640;Mg.;1;1 759;579;3 326
366/0W/2006;27.04.2006;1,320;Mg.;0;1 718;623;3 427
326/0W/2006;24.03.2006;15,210;Mg.;0;1 050;40;3 327
94/1W/2006;28.02.2006;11,160;Mg.;1;324;570;3 328
95/1W/2006;02.03.2006;7,230;Mg.;1;324;570;3 329
96/1W/2006;03.03.2006;11,210;Mg.;1;324;570;3 330
97/1W/2006;06.03.2006;4,670;Mg.;1;324;570;3 331
98/1W/2006;09.03.2006;4,800;Mg.;1;324;570;3 332
99/1W/2006;15.03.2006;13,080;Mg.;1;324;570;3 333
100/1W/2006;16.03.2006;8,000;Mg.;1;324;570;3 334
101/1W/2006;23.03.2006;7,160;Mg.;1;2 208;564;3 335
102/1W/2006;27.03.2006;20,920;Mg.;1;2 078;564;3 336
103/1W/2006;13.03.2006;2,900;Mg.;1;1 756;570;3 337
105/1W/2006;06.03.2006;6,380;Mg.;1;2 001;579;3 339
106/1W/2006;06.03.2006;6,920;Mg.;1;2 001;579;3 340
107/1W/2006;03.03.2006;6,240;Mg.;1;2 001;579;3 341
108/1W/2006;21.03.2006;5,440;Mg.;1;2 001;579;3 342
109/1W/2006;22.03.2006;2,360;Mg.;1;2 001;579;3 343
110/1W/2006;29.03.2006;7,860;Mg.;1;2 013;579;3 344
111/1W/2006;21.03.2006;20,340;Mg.;1;2 514;564;3 345
112/1W/2006;17.03.2006;2,500;Mg.;1;657;565;3 346
327/0W/2006;27.03.2006;25,700;Mg.;0;641;548;3 347
328/0W/2006;28.03.2006;23,760;Mg.;0;641;548;3 348
329/0W/2006;30.03.2006;24,460;Mg.;0;641;500;3 349
330/0W/2006;31.03.2006;17,730;Mg.;0;1 050;40;3 350
113/1W/2006;24.03.2006;19,400;Mg.;1;2 079;564;3 351
114/1W/2006;31.03.2006;14,240;Mg.;1;2 208;564;3 352
331/0W/2006;01.03.2006;0,525;Mg.;0;827;565;3 353
332/0W/2006;07.03.2006;4,754;Mg.;0;827;564;3 354
333/0W/2006;07.03.2006;1,620;Mg.;0;827;565;3 355
334/0W/2006;10.03.2006;3,987;Mg.;0;827;564;3 356
335/0W/2006;10.03.2006;2,470;Mg.;0;827;565;3 357
336/0W/2006;10.03.2006;0,030;Mg.;0;827;579;3 358
337/0W/2006;22.03.2006;2,710;Mg.;0;827;564;3 359
338/0W/2006;22.03.2006;0,810;Mg.;0;827;565;3 360
339/0W/2006;31.03.2006;7,810;Mg.;0;827;564;3 361
340/0W/2006;31.03.2006;1,340;Mg.;0;827;565;3 362
341/0W/2006;31.03.2006;0,150;Mg.;0;827;579;3 363
342/0W/2006;31.03.2006;8,860;Mg.;0;827;570;3 364
343/0W/2006;31.03.2006;10,300;Mg.;0;827;564;3 365
344/0W/2006;31.03.2006;8,665;Mg.;0;827;565;3 366
345/0W/2006;31.03.2006;75,795;Mg.;0;827;570;3 367
346/0W/2006;27.03.2006;14,410;Mg.;0;1 050;40;3 368
347/0W/2006;28.03.2006;6,890;Mg.;0;2 423;898;3 369
348/0W/2006;30.03.2006;0,032;Mg.;0;1 718;622;3 370
349/0W/2006;30.03.2006;0,033;Mg.;0;1 718;621;3 371
350/0W/2006;30.03.2006;0,600;Mg.;0;1 718;620;3 372
117/1W/2006;17.03.2006;8,750;Mg.;1;324;570;3 375
118/1W/2006;17.03.2006;12,040;Mg.;1;324;570;3 376
119/1W/2006;20.03.2006;5,050;Mg.;1;324;570;3 377
120/1W/2006;22.03.2006;5,030;Mg.;1;324;570;3 378
121/1W/2006;03.04.2006;7,340;Mg.;1;324;570;3 379
122/1W/2006;04.04.2006;1,460;Mg.;1;1 897;565;3 380
123/1W/2006;03.04.2006;8,740;Mg.;1;2 708;565;3 381
124/1W/2006;07.03.2006;4,440;Mg.;1;1 759;579;3 382
125/1W/2006;05.04.2006;3,060;Mg.;1;2 708;565;3 383
126/1W/2006;06.04.2006;7,040;Mg.;1;3 201;565;3 384
127/1W/2006;31.03.2006;12,360;Mg.;1;2 079;564;3 385
351/0W/2006;03.04.2006;20,340;Mg.;0;641;500;3 386
352/0W/2006;03.04.2006;5,000;Mg.;0;641;802;3 387
353/0W/2006;06.04.2006;8,313;Mg.;0;1 050;344;3 388
354/0W/2006;06.04.2006;6,667;Mg.;0;1 050;472;3 389
355/0W/2006;05.04.2006;5,120;Mg.;0;641;802;3 390
356/0W/2006;05.04.2006;5,000;Mg.;0;641;548;3 391
128/1W/2006;10.04.2006;6,160;Mg.;1;2 208;564;3 392
129/1W/2006;06.03.2006;2,720;Mg.;1;2 013;579;3 393
130/1W/2006;11.04.2006;4,560;Mg.;1;2 708;565;3 394
357/0W/2006;03.04.2006;0,870;Mg.;0;643;594;3 395
358/0W/2006;10.04.2006;16,440;Mg.;0;1 050;344;3 396
131/1W/2006;12.04.2006;3,600;Mg.;1;2 208;564;3 397
132/1W/2006;27.03.2006;11,300;Mg.;1;1 756;570;3 398
133/1W/2006;31.03.2006;7,560;Mg.;1;1 756;570;3 399
134/1W/2006;07.04.2006;1,800;Mg.;1;2 001;579;3 400
135/1W/2006;13.04.2006;6,570;Mg.;1;324;570;3 401
136/1W/2006;14.04.2006;1,510;Mg.;1;657;565;3 402
137/1W/2006;18.04.2006;4,640;Mg.;1;2 594;564;3 403
138/1W/2006;18.04.2006;1,000;Mg.;1;1 891;565;3 404
359/0W/2006;07.04.2006;8,477;Mg.;0;641;545;3 405
360/0W/2006;07.04.2006;1,000;Mg.;0;641;379;3 406
361/0W/2006;07.04.2006;14,923;Mg.;0;641;346;3 407
362/0W/2006;11.04.2006;4,000;Mg.;0;641;559;3 408
363/0W/2006;11.04.2006;4,960;Mg.;0;641;898;3 409
364/0W/2006;11.04.2006;2,280;Mg.;0;641;548;3 410
365/0W/2006;11.04.2006;8,480;Mg.;0;641;802;3 411
139/1W/2006;10.04.2006;8,320;Mg.;1;2 001;579;3 412
140/1W/2006;19.04.2006;2,320;Mg.;1;2 708;565;3 413
141/1W/2006;20.04.2006;4,560;Mg.;1;1 763;565;3 414
142/1W/2006;12.04.2006;1,980;Mg.;1;396;565;3 415
143/1W/2006;07.04.2006;4,540;Mg.;1;1 762;565;3 416
144/1W/2006;06.04.2006;10,740;Mg.;1;1 756;570;3 417
145/1W/2006;14.04.2006;13,230;Mg.;1;324;570;3 418
146/1W/2006;19.04.2006;13,890;Mg.;1;324;570;3 419
147/1W/2006;11.04.2006;7,240;Mg.;1;2 001;579;3 420
148/1W/2006;11.04.2006;6,540;Mg.;1;2 001;579;3 421
149/1W/2006;12.04.2006;0,000;Mg.;1;2 001;579;3 422
150/1W/2006;13.04.2006;12,810;Mg.;1;3 247;570;3 423
151/1W/2006;07.04.2006;2,700;Mg.;1;3 015;565;3 424
152/1W/2006;26.04.2006;9,930;Mg.;1;1 759;579;3 425
153/1W/2006;26.04.2006;7,020;Mg.;1;2 208;564;3 426
154/1W/2006;05.04.2006;22,140;Mg.;1;2 514;564;3 428
155/1W/2006;10.04.2006;21,600;Mg.;1;2 514;564;3 429
367/0W/2006;21.04.2006;7,280;Mg.;0;3 073;589;3 430
156/1W/2006;21.04.2006;5,000;Mg.;1;1 762;565;3 431
157/1W/2006;25.04.2006;19,200;Mg.;1;3 014;564;3 432
158/1W/2006;26.04.2006;14,180;Mg.;1;3 014;564;3 433
159/1W/2006;24.04.2006;14,880;Mg.;1;1 756;570;3 434
160/1W/2006;31.03.2006;20,360;Mg.;1;2 382;579;3 435
161/1W/2006;19.01.2006;12,150;Mg.;1;2 596;565;3 436
162/1W/2006;30.01.2006;9,720;Mg.;1;2 596;565;3 437
163/1W/2006;16.02.2006;12,360;Mg.;1;2 596;565;3 438
368/0W/2006;12.04.2006;8,657;Mg.;0;1 050;344;3 439
369/0W/2006;12.04.2006;1,993;Mg.;0;1 050;348;3 440
370/0W/2006;12.04.2006;3,350;Mg.;0;1 050;350;3 441
371/0W/2006;03.04.2006;12,950;Mg.;0;1 050;40;3 442
372/0W/2006;30.01.2006;2,860;Mg.;0;2 342;702;3 443
373/0W/2006;20.02.2006;11,960;Mg.;0;1 539;612;3 444
374/0W/2006;20.03.2006;8,200;Mg.;0;1 539;681;3 445
375/0W/2006;21.03.2006;11,320;Mg.;0;1 539;576;3 446
376/0W/2006;22.03.2006;7,000;Mg.;0;1 539;682;3 447
377/0W/2006;22.03.2006;0,400;Mg.;0;1 539;587;3 448
378/0W/2006;22.03.2006;3,790;Mg.;0;1 539;576;3 449
379/0W/2006;23.03.2006;6,240;Mg.;0;1 539;576;3 450
380/0W/2006;24.03.2006;8,280;Mg.;0;1 539;576;3 451
381/0W/2006;24.03.2006;6,340;Mg.;0;1 539;576;3 452
382/0W/2006;24.03.2006;5,920;Mg.;0;1 539;576;3 453
383/0W/2006;27.03.2006;5,240;Mg.;0;1 539;576;3 454
384/0W/2006;27.03.2006;4,360;Mg.;0;1 539;576;3 455
385/0W/2006;19.04.2006;0,690;Mg.;0;643;594;3 456
164/1W/2006;05.05.2006;6,900;Mg.;1;2 208;564;3 457
165/1W/2006;27.04.2006;4,320;Mg.;1;2 708;565;3 458
386/0W/2006;19.04.2006;1,500;Mg.;0;569;390;3 459
387/0W/2006;30.03.2006;12,114;Mg.;0;827;564;3 460
388/0W/2006;10.04.2006;3,350;Mg.;0;827;564;3 461
389/0W/2006;10.04.2006;0,520;Mg.;0;827;565;3 462
390/0W/2006;10.04.2006;7,020;Mg.;0;827;564;3 463
391/0W/2006;10.04.2006;7,080;Mg.;0;827;565;3 464
392/0W/2006;12.04.2006;2,380;Mg.;0;827;564;3 465
393/0W/2006;12.04.2006;3,010;Mg.;0;827;565;3 466
394/0W/2006;12.04.2006;0,650;Mg.;0;827;564;3 467
395/0W/2006;12.04.2006;0,600;Mg.;0;827;565;3 468
396/0W/2006;12.04.2006;0,140;Mg.;0;827;579;3 469
397/0W/2006;12.04.2006;0,340;Mg.;0;827;565;3 470
398/0W/2006;12.04.2006;0,980;Mg.;0;827;564;3 471
399/0W/2006;12.04.2006;1,750;Mg.;0;827;565;3 472
400/0W/2006;19.04.2006;4,730;Mg.;0;827;570;3 473
401/0W/2006;24.04.2006;15,734;Mg.;0;827;564;3 474
402/0W/2006;24.04.2006;1,460;Mg.;0;827;565;3 475
403/0W/2006;24.04.2006;2,180;Mg.;0;827;579;3 476
404/0W/2006;24.04.2006;9,000;Mg.;0;827;564;3 477
405/0W/2006;25.04.2006;0,225;Mg.;0;827;564;3 478
406/0W/2006;28.04.2006;17,354;Mg.;0;827;564;3 479
407/0W/2006;28.04.2006;3,040;Mg.;0;827;565;3 480
408/0W/2006;28.04.2006;9,900;Mg.;0;827;570;3 481
166/1W/2006;12.04.2006;8,460;Mg.;1;2 001;579;3 482
167/1W/2006;18.04.2006;20,740;Mg.;1;2 514;564;3 483
168/1W/2006;20.04.2006;21,920;Mg.;1;2 514;564;3 484
169/1W/2006;19.04.2006;11,880;Mg.;1;1 756;570;3 485
170/1W/2006;28.04.2006;54,000;Mg.;1;741;564;3 486
171/1W/2006;28.04.2006;14,000;Mg.;1;741;565;3 487
409/0W/2006;28.04.2006;15,563;Mg.;0;827;564;3 488
410/0W/2006;28.04.2006;18,715;Mg.;0;827;565;3 489
411/0W/2006;28.04.2006;46,900;Mg.;0;827;570;3 490
412/0W/2006;28.04.2006;0,435;Mg.;0;827;579;3 491
172/1W/2006;08.05.2006;1,605;Mg.;1;1 891;565;3 492
173/1W/2006;27.04.2006;19,660;Mg.;1;324;570;3 493
174/1W/2006;05.05.2006;0,000;Mg.;1;324;570;3 494
413/0W/2006;02.03.2006;1,058;Mg.;0;769;85;3 495
414/0W/2006;02.03.2006;0,560;Mg.;0;769;126;3 496
415/0W/2006;02.03.2006;1,377;Mg.;0;769;271;3 497
416/0W/2006;02.03.2006;1,217;Mg.;0;769;276;3 498
417/0W/2006;02.03.2006;5,112;Mg.;0;769;564;3 499
418/0W/2006;02.03.2006;4,696;Mg.;0;769;565;3 500
419/0W/2006;02.03.2006;1,800;Mg.;0;769;347;3 501
420/0W/2006;02.03.2006;1,800;Mg.;0;769;351;3 502
421/0W/2006;02.03.2006;1,939;Mg.;0;769;355;3 503
422/0W/2006;02.03.2006;0,520;Mg.;0;769;376;3 504
423/0W/2006;02.03.2006;2,273;Mg.;0;769;568;3 505
424/0W/2006;02.03.2006;2,700;Mg.;0;769;566;3 506
425/0W/2006;02.03.2006;1,000;Mg.;0;769;571;3 507
426/0W/2006;02.03.2006;4,288;Mg.;0;769;565;3 508
427/0W/2006;06.03.2006;3,000;Mg.;0;769;651;3 509
428/0W/2006;06.03.2006;5,000;Mg.;0;769;564;3 510
429/0W/2006;06.03.2006;7,440;Mg.;0;769;565;3 511
430/0W/2006;08.03.2006;1,860;Mg.;0;769;363;3 512
431/0W/2006;08.03.2006;5,500;Mg.;0;769;568;3 513
432/0W/2006;08.03.2006;2,000;Mg.;0;769;566;3 514
433/0W/2006;08.03.2006;10,040;Mg.;0;769;565;3 515
434/0W/2006;10.03.2006;1,906;Mg.;0;769;763;3 516
435/0W/2006;10.03.2006;0,000;Mg.;0;769;662;3 517
436/0W/2006;10.03.2006;2,286;Mg.;0;769;594;3 518
437/0W/2006;10.03.2006;5,000;Mg.;0;769;564;3 519
438/0W/2006;10.03.2006;6,429;Mg.;0;769;565;3 520
439/0W/2006;10.03.2006;3,000;Mg.;0;769;566;3 521
440/0W/2006;13.03.2006;1,000;Mg.;0;769;276;3 522
441/0W/2006;13.03.2006;1,364;Mg.;0;769;330;3 523
442/0W/2006;13.03.2006;5,536;Mg.;0;769;566;3 524
443/0W/2006;13.03.2006;2,500;Mg.;0;769;568;3 525
444/0W/2006;13.03.2006;7,500;Mg.;0;769;565;3 526
445/0W/2006;14.03.2006;8,000;Mg.;0;769;564;3 527
446/0W/2006;14.03.2006;7,500;Mg.;0;769;565;3 528
447/0W/2006;14.03.2006;1,340;Mg.;0;769;566;3 529
448/0W/2006;16.03.2006;1,756;Mg.;0;769;277;3 530
449/0W/2006;16.03.2006;4,000;Mg.;0;769;347;3 531
450/0W/2006;16.03.2006;0,200;Mg.;0;769;353;3 532
451/0W/2006;16.03.2006;0,190;Mg.;0;769;367;3 533
452/0W/2006;16.03.2006;0,420;Mg.;0;769;511;3 534
453/0W/2006;16.03.2006;3,124;Mg.;0;769;566;3 535
454/0W/2006;16.03.2006;3,000;Mg.;0;769;564;3 536
455/0W/2006;16.03.2006;4,310;Mg.;0;769;565;3 537
456/0W/2006;24.04.2006;26,080;Mg.;0;641;633;3 538
175/1W/2006;10.05.2006;3,140;Mg.;1;1 897;565;3 539
176/1W/2006;27.04.2006;1,550;Mg.;1;1 762;565;3 540
177/1W/2006;13.04.2006;8,040;Mg.;1;3 201;565;3 541
178/1W/2006;20.04.2006;6,830;Mg.;1;1 897;565;3 542
179/1W/2006;28.04.2006;10,150;Mg.;1;1 897;565;3 543
180/1W/2006;25.04.2006;9,040;Mg.;1;1 756;570;3 544
181/1W/2006;11.05.2006;1,020;Mg.;1;2 363;565;3 545
182/1W/2006;11.05.2006;3,520;Mg.;1;2 594;564;3 546
183/1W/2006;11.05.2006;4,810;Mg.;1;2 208;564;3 547
184/1W/2006;11.05.2006;2,400;Mg.;1;396;565;3 548
185/1W/2006;28.04.2006;15,400;Mg.;1;2 013;579;3 549
186/1W/2006;28.04.2006;31,360;Mg.;1;124;579;3 550
187/1W/2006;11.05.2006;9,580;Mg.;1;2 708;565;3 551
188/1W/2006;26.04.2006;3,820;Mg.;1;3 015;565;3 552
189/1W/2006;07.04.2006;22,500;Mg.;1;2 078;564;3 553
190/1W/2006;02.05.2006;6,000;Mg.;1;2 001;579;3 554
191/1W/2006;02.05.2006;4,600;Mg.;1;2 001;579;3 555
192/1W/2006;21.04.2006;6,300;Mg.;1;2 208;564;3 556
193/1W/2006;20.04.2006;15,840;Mg.;1;3 294;565;3 557
194/1W/2006;12.05.2006;9,530;Mg.;1;1 756;570;3 558
195/1W/2006;23.03.2006;5,320;Mg.;1;2 001;579;3 559
196/1W/2006;18.04.2006;4,020;Mg.;1;2 001;579;3 560
197/1W/2006;27.04.2006;2,100;Mg.;1;2 001;579;3 561
198/1W/2006;04.05.2006;7,760;Mg.;1;2 001;579;3 562
457/0W/2006;03.04.2006;20,340;Mg.;0;641;180;3 563
458/0W/2006;15.05.2006;13,000;Mg.;0;641;548;3 564
459/0W/2006;15.05.2006;13,060;Mg.;0;641;633;3 565
460/0W/2006;15.05.2006;1,090;Mg.;0;643;594;3 566
199/1W/2006;18.05.2006;11,320;Mg.;1;2 208;564;3 567
200/1W/2006;28.04.2006;6,140;Mg.;1;2 001;579;3 568
201/1W/2006;17.05.2006;4,680;Mg.;1;2 708;565;3 569
202/1W/2006;15.05.2006;8,620;Mg.;1;1 759;579;3 570
203/1W/2006;16.05.2006;8,900;Mg.;1;1 759;579;3 571
204/1W/2006;15.05.2006;4,233;Mg.;1;1 889;579;3 572
205/1W/2006;17.05.2006;0,340;Mg.;1;2 001;579;3 573
206/1W/2006;05.05.2006;11,470;Mg.;1;324;570;3 574
207/1W/2006;15.05.2006;19,540;Mg.;1;324;570;3 575
208/1W/2006;09.02.2006;0,750;Mg.;1;2 363;565;3 576
209/1W/2006;22.05.2006;4,800;Mg.;1;2 708;565;3 577
210/1W/2006;22.05.2006;7,540;Mg.;1;2 013;579;3 578
461/0W/2006;16.05.2006;12,000;Mg.;0;641;548;3 579
462/0W/2006;16.05.2006;13,920;Mg.;0;641;633;3 580
463/0W/2006;11.04.2006;1,590;Mg.;0;641;559;3 581
464/0W/2006;18.05.2006;3,740;Mg.;0;2 000;708;3 582
465/0W/2006;18.05.2006;1,500;Mg.;0;1 889;276;3 583
466/0W/2006;18.05.2006;0,927;Mg.;0;1 889;833;3 584
211/1W/2006;03.04.2006;4,640;Mg.;1;2 001;579;3 585
212/1W/2006;25.05.2006;2,980;Mg.;1;396;565;3 586
213/1W/2006;23.05.2006;4,000;Mg.;1;1 897;565;3 587
214/1W/2006;23.05.2006;5,900;Mg.;1;2 208;564;3 588
215/1W/2006;28.04.2006;13,260;Mg.;1;2 001;579;3 589
216/1W/2006;08.05.2006;10,360;Mg.;1;2 001;579;3 590
217/1W/2006;08.05.2006;19,540;Mg.;1;2 001;579;3 591
218/1W/2006;17.05.2006;10,720;Mg.;1;2 001;579;3 592
219/1W/2006;19.05.2006;1,260;Mg.;1;3 110;565;3 593
220/1W/2006;29.05.2006;2,500;Mg.;1;1 897;565;3 594
221/1W/2006;30.05.2006;1,022;Mg.;1;1 891;565;3 598
222/1W/2006;29.05.2006;8,300;Mg.;1;1 759;579;3 599
223/1W/2006;29.05.2006;3,780;Mg.;1;1 759;579;3 600
224/1W/2006;16.05.2006;8,130;Mg.;1;324;570;3 601
225/1W/2006;16.05.2006;12,370;Mg.;1;324;570;3 602
226/1W/2006;19.05.2006;8,710;Mg.;1;324;570;3 603
227/1W/2006;31.05.2006;11,670;Mg.;1;2 208;564;3 604
228/1W/2006;18.05.2006;11,640;Mg.;1;2 001;579;3 605
229/1W/2006;31.05.2006;9,730;Mg.;1;1 889;579;3 606
230/1W/2006;01.06.2006;9,630;Mg.;1;2 208;564;3 607
231/1W/2006;31.05.2006;7,120;Mg.;1;1 763;565;3 608
232/1W/2006;04.05.2006;22,720;Mg.;1;2 514;564;3 609
233/1W/2006;08.05.2006;21,420;Mg.;1;2 514;564;3 610
234/1W/2006;09.05.2006;21,240;Mg.;1;2 514;564;3 611
235/1W/2006;15.05.2006;18,320;Mg.;1;2 514;564;3 612
236/1W/2006;16.05.2006;17,820;Mg.;1;2 514;564;3 613
237/1W/2006;22.05.2006;22,380;Mg.;1;2 514;564;3 614
238/1W/2006;23.05.2006;21,760;Mg.;1;2 514;564;3 615
239/1W/2006;29.05.2006;19,920;Mg.;1;2 514;564;3 616
240/1W/2006;26.05.2006;3,075;Mg.;1;1 762;565;3 617
241/1W/2006;02.06.2006;9,740;Mg.;1;324;570;3 618
242/1W/2006;02.06.2006;2,460;Mg.;1;396;565;3 619
243/1W/2006;05.06.2006;2,300;Mg.;1;3 368;565;3 620
244/1W/2006;05.06.2006;0,000;Mg.;1;2 382;579;3 621
467/0W/2006;01.06.2006;4,440;Mg.;0;2 000;708;3 622
468/0W/2006;15.05.2006;9,960;Mg.;0;655;626;3 623
469/0W/2006;22.05.2006;13,000;Mg.;0;641;548;3 624
470/0W/2006;22.05.2006;12,420;Mg.;0;641;633;3 625
471/0W/2006;25.05.2006;14,000;Mg.;0;641;548;3 626
472/0W/2006;25.05.2006;13,280;Mg.;0;641;633;3 627
473/0W/2006;31.05.2006;25,640;Mg.;0;641;633;3 628
474/0W/2006;06.06.2006;0,154;Mg.;0;1 718;621;3 629
475/0W/2006;06.06.2006;0,060;Mg.;0;1 718;622;3 630
476/0W/2006;06.06.2006;0,106;Mg.;0;1 718;623;3 631
477/0W/2006;31.05.2006;0,800;Mg.;0;1 889;276;3 632
245/1W/2006;26.05.2006;0,000;Mg.;1;1 762;565;3 633
246/1W/2006;05.06.2006;9,160;Mg.;1;2 013;579;3 634
247/1W/2006;06.06.2006;8,420;Mg.;1;1 759;579;3 635
248/1W/2006;06.06.2006;9,760;Mg.;1;1 759;579;3 636
249/1W/2006;07.06.2006;5,060;Mg.;1;2 208;564;3 637
250/1W/2006;07.06.2006;6,940;Mg.;1;2 208;564;3 638
251/1W/2006;22.03.2006;4,000;Mg.;1;1 897;565;3 639
252/1W/2006;30.05.2006;7,180;Mg.;1;1 756;570;3 640
253/1W/2006;14.03.2006;12,400;Mg.;1;1 897;565;3 641
254/1W/2006;24.05.2006;8,500;Mg.;1;1 897;565;3 642
255/1W/2006;07.06.2006;0,000;Mg.;1;2 208;564;3 643
256/1W/2006;08.06.2006;3,150;Mg.;1;2 594;564;3 644
257/1W/2006;09.06.2006;11,700;Mg.;1;2 208;564;3 645
258/1W/2006;19.05.2006;0,690;Mg.;1;2 594;564;3 646
478/0W/2006;31.05.2006;59,294;Mg.;0;827;564;3 647
479/0W/2006;31.05.2006;21,023;Mg.;0;827;565;3 648
480/0W/2006;31.05.2006;67,060;Mg.;0;827;570;3 649
481/0W/2006;31.05.2006;1,064;Mg.;0;827;579;3 650
482/0W/2006;01.06.2006;50,000;Mg.;0;827;570;3 651
259/1W/2006;29.05.2006;1,640;Mg.;1;3 015;565;3 652
483/0W/2006;12.06.2006;6,420;Mg.;0;2 000;708;3 653
484/0W/2006;04.05.2006;6,939;Mg.;0;1 128;554;3 654
485/0W/2006;04.05.2006;11,277;Mg.;0;1 128;522;3 655
486/0W/2006;04.05.2006;1,034;Mg.;0;1 128;520;3 656
487/0W/2006;03.01.2006;0,740;Mg.;0;1 539;662;3 657
488/0W/2006;20.03.2006;2,380;Mg.;0;1 539;607;3 658
260/1W/2006;14.06.2006;3,250;Mg.;1;2 208;564;3 659
261/1W/2006;13.06.2006;7,020;Mg.;1;2 013;579;3 660
262/1W/2006;16.06.2006;0,560;Mg.;1;3 368;565;3 661
263/1W/2006;24.05.2006;10,580;Mg.;1;1 892;565;3 662
264/1W/2006;05.06.2006;5,410;Mg.;1;1 897;565;3 663
265/1W/2006;05.06.2006;27,540;Mg.;1;2 382;579;3 664
266/1W/2006;05.06.2006;32,900;Mg.;1;2 382;579;3 665
267/1W/2006;24.05.2006;11,340;Mg.;1;1 756;570;3 666
268/1W/2006;01.06.2006;17,870;Mg.;1;1 756;570;3 667
713/0W/2006;05.07.2006;1,640;Mg.;0;3 434;592;3 931
251/0W/2009;29.04.2009;9,900;Mg.;0;2 342;710;11 915
269/1W/2006;22.05.2006;8,480;Mg.;1;324;570;3 668
270/1W/2006;24.05.2006;13,390;Mg.;1;324;570;3 669
271/1W/2006;26.05.2006;11,810;Mg.;1;324;570;3 670
272/1W/2006;26.05.2006;6,010;Mg.;1;324;570;3 671
273/1W/2006;31.05.2006;6,900;Mg.;1;324;570;3 672
274/1W/2006;02.06.2006;18,530;Mg.;1;324;570;3 673
275/1W/2006;06.06.2006;9,670;Mg.;1;324;570;3 674
276/1W/2006;12.06.2006;10,860;Mg.;1;324;570;3 675
277/1W/2006;16.06.2006;4,330;Mg.;1;324;570;3 676
489/0W/2006;19.06.2006;0,000;Mg.;0;1 542;554;3 677
490/0W/2006;06.04.2006;1,140;Mg.;0;769;106;3 678
491/0W/2006;06.04.2006;0,963;Mg.;0;769;151;3 679
492/0W/2006;06.04.2006;2,900;Mg.;0;769;247;3 680
493/0W/2006;06.04.2006;4,649;Mg.;0;769;271;3 681
494/0W/2006;06.04.2006;1,977;Mg.;0;769;276;3 682
495/0W/2006;06.04.2006;6,731;Mg.;0;769;565;3 683
496/0W/2006;10.04.2006;2,153;Mg.;0;769;277;3 684
497/0W/2006;10.04.2006;2,296;Mg.;0;769;345;3 685
498/0W/2006;10.04.2006;1,620;Mg.;0;769;347;3 686
499/0W/2006;10.04.2006;0,015;Mg.;0;769;351;3 687
500/0W/2006;10.04.2006;3,980;Mg.;0;769;355;3 688
501/0W/2006;10.04.2006;0,703;Mg.;0;769;357;3 689
502/0W/2006;10.04.2006;0,040;Mg.;0;769;360;3 690
503/0W/2006;10.04.2006;0,400;Mg.;0;769;363;3 691
504/0W/2006;10.04.2006;1,470;Mg.;0;769;367;3 692
505/0W/2006;10.04.2006;0,121;Mg.;0;769;370;3 693
506/0W/2006;10.04.2006;5,000;Mg.;0;769;566;3 694
507/0W/2006;10.04.2006;1,442;Mg.;0;769;564;3 695
508/0W/2006;10.04.2006;2,000;Mg.;0;769;277;3 696
509/0W/2006;10.04.2006;3,000;Mg.;0;769;345;3 697
510/0W/2006;10.04.2006;0,037;Mg.;0;769;373;3 698
511/0W/2006;10.04.2006;1,792;Mg.;0;769;376;3 699
512/0W/2006;10.04.2006;0,186;Mg.;0;769;384;3 700
513/0W/2006;10.04.2006;0,090;Mg.;0;769;402;3 701
514/0W/2006;10.04.2006;1,384;Mg.;0;769;496;3 702
515/0W/2006;10.04.2006;1,425;Mg.;0;769;511;3 703
