NAZWA_SKROCONA;MIEJSCOWOSC;ULICA;NR_KLIENTA
W•GROWIEC333;W•GROWIEC;KWIATOWA;333
GO£A—CZ334;GO£A—CZ;SPORTOWA;334
OSTROWITE-CHOJNICE7173;OSTROWITE-CHOJNICE;;7†173
GRUDZI•DZ335;GRUDZI•DZ;RAPACKIEGO;335
PI£A336;PI£A;WARSZTATOWA;336
BRZOZA337;BRZOZA;BRZOZOWA;337
W•BRZEèNO1166;W•BRZEèNO;D•BROWSKIEGO;1†166
PIECHCIN1167;PIECHCIN;BIELAWY;1†167
TORU—338;TORU—;CHROBREGO;338
GNIEWKOWO339;GNIEWKOWO;KILI—SKIEGO;339
BYDGOSZCZ340;BYDGOSZCZ;A.G. SIEDLECKIEGO;340
D•BROWA CHE£MI—SKA1225;D•BROWA CHE£MI—SKA;OTOWICE;1†225
BIA£E B£OTA341;BIA£E B£OTA;KRUSZYN KRAJE—SKI;341
KOWIESY8097;KOWIESY;;8†097
W£OC£AWEK342;W£OC£AWEK;PLOCKA;342
INOWROC£AW343;INOWROC£AW;WOJSKA POLSKIEGO;343
ØNIN344;ØNIN;SZPITA£NA;344
WYPALENISKA1792;WYPALENISKA;;1†792
BYDGOSZCZ345;BYDGOSZCZ;WOJSKA POLSKIEGO;345
ØNIN346;ØNIN;KL. JANICKIEGO;346
PABIANICE7035;PABIANICE;PARTYZANCKA;7†035
BYDGOSZCZ347;BYDGOSZCZ;SREBRNA;347
NAK£O N/NOTECI•348;NAK£O N/NOTECI•;POWSTA—C”W WIELKOPOLSKICH;348
BYDGOSZCZ349;BYDGOSZCZ;TORU—SKA;349
NAK£O NAD NOTECI•7175;NAK£O NAD NOTECI•;NOTECKA;7†175
BYDGOSZCZ350;BYDGOSZCZ;GRUNWALDZKA;350
STOBNO351;STOBNO;STOBNO;351
GRUDZI•DZ352;GRUDZI•DZ;WARY—SKIEGO;352
GRUDZI•DZ353;GRUDZI•DZ;SK£ADOWA;353
PI£A354;PI£A;KRZYWA;354
INOWROC£AW355;INOWROC£AW;SZOSA BYDGOSKA;355
BIA£E B£OTA356;BIA£E B£OTA;CENTRALA;356
MAKSYMILIANOWO6998;MAKSYMILIANOWO;;6†998
BYDGOSZCZ357;BYDGOSZCZ;FORDO—SKA;357
BYDGOSZCZ358;BYDGOSZCZ;BIELICKA;358
POZNA—359;POZNA—;RADZIWOJA;359
BYDGOSZCZ360;BYDGOSZCZ;KS. J. SCHULZA;360
PI£A361;PI£A;AL.. NIEPODLEG£OåCI;361
POZNA—362;POZNA—;G£UCHOWSKA;362
BYDGOSZCZ363;BYDGOSZCZ;PUCKA;363
JANIKOWO- POZNANIA7026;JANIKOWO- POZNANIA;ASFALTOWA;7†026
BYDGOSZCZ364;BYDGOSZCZ;D•BROWA;364
POZNA—365;POZNA—;D•BROWSKIEGO;365
BYDGOSZCZ366;BYDGOSZCZ;FORDO—SKA;366
NAK£O N/NOTECI•367;NAK£O N/NOTECI•;M£Y—SKA;367
NAK£O N/NOTECI•368;NAK£O N/NOTECI•;RUDKI;368
SWARZ DZ369;SWARZ DZ;RABOWICKA;369
BYDGOSZCZ7993;BYDGOSZCZ;SZAJNOCHY;7†993
SWARZ DZ370;SWARZ DZ;WRZESI—SKA;370
CHOJNICE371;CHOJNICE;ZAK£ADOWA;371
CHOJNICE372;CHOJNICE;;372
CHOJNICE373;CHOJNICE;TOWAROWA;373
SILNO-CHOJNICE374;SILNO-CHOJNICE;OBJEZIERZE;374
CHOJNICE375;CHOJNICE;SK£ADOWA;375
CHOJNICE376;CHOJNICE;DRZYMA£Y;376
TORU—377;TORU—;åW. J”ZEFA;377
MIROS£AWIEC1226;MIROS£AWIEC;SPRZYMIERZONYCH;1†226
BYDGOSZCZ379;BYDGOSZCZ;O£OWIANA;379
TORU—380;TORU—;CERAMICZNA;380
TORU—381;TORU—;POLNA;381
ØNIN1227;ØNIN;FABRYCZNA;1†227
BYDGOSZCZ3518;BYDGOSZCZ;MaciaszkA;3†518
KONIN382;KONIN;TOROWA;382
BYT”W7292;BYT”W;STYP-REKOWSKIEGO;7†292
GRUDZI•DZ383;GRUDZI•DZ;PARKOWA;383
BYDGOSZCZ384;BYDGOSZCZ;GDA—SKA;384
BYDGOSZCZ8100;BYDGOSZCZ;;8†100
ØNIN385;ØNIN;SPOKOJNA;385
D•BROWA1572;D•BROWA;Szkolna;1†572
BYDGOSZCZ386;BYDGOSZCZ;GLINKI;386
BYDGOSZCZ387;BYDGOSZCZ;WOJSKA POLSKIEGO;387
PRZEèMIEROWO388;PRZEèMIEROWO;£ANOWA;388
GRUDZI•DZ7355;GRUDZI•DZ;SK£ADOWA;7†355
POZNA—1228;POZNA—;OSTROWSKA;1†228
WYSOKA389;WYSOKA;BATOREGO;389
BYDGOSZCZ390;BYDGOSZCZ;GAJOWA;390
INOWROC£AW391;INOWROC£AW;PAKOSKA;391
CZARNK”W392;CZARNK”W;CHODZIESKA;392
åWIECIE393;åWIECIE;BYDGOSKA;393
BYDGOSZCZ394;BYDGOSZCZ;POWSTA—C”W WARSZAWY;394
STRZELNO395;STRZELNO;KARDYNA£A WYSZY—SKIEGO;395
TORU—396;TORU—;M. SK£ODOWSKIEJ CURIE;396
JANIKOWO397;JANIKOWO;PRZEMYS£OWA;397
WA£CZ398;WA£CZ;PARKOWA;398
åWIECIE399;åWIECIE;BYDGOSKA;399
BYDGOSZCZ400;BYDGOSZCZ;GLINKI;400
£OBØENICA401;£OBØENICA;600-LECIA;401
BYDGOSZCZ402;BYDGOSZCZ;NOWODWORSKA;402
BYDGOSZCZ403;BYDGOSZCZ;FORDO—SKA;403
ELBL•G5316;ELBL•G;AKACJOWA;5†316
BARCIN404;BARCIN;LOTNIK”W;404
CHE£MNO405;CHE£MNO;S£OWACKIEGO;405
BYDGOSZCZ406;BYDGOSZCZ;WARSZAWSKA;406
£ABISZYN407;£ABISZYN;POZNA—SKA;407
PRZEèMIEROWO408;PRZEèMIEROWO;RZEMIEåLNICZA;408
BYDGOSZCZ409;BYDGOSZCZ;JAGIELLO—SKA;409
JASTROWIE4124;JASTROWIE;Rooswelta;4†124
BYDGOSZCZ410;BYDGOSZCZ;KLEEBERGA;410
BYDGOSZCZ411;BYDGOSZCZ;NAKIELSKA;411
GNIEZNO1229;GNIEZNO;SIKORSKIEGO;1†229
BRZOZA412;BRZOZA;KOBYLARNIA;412
KOLBYLNICA3237;KOLBYLNICA;PROF.STEFANA POZNA—SKIEGO;3†237
BYDGOSZCZ414;BYDGOSZCZ;FORDO—SKA;414
GNIEWKOWO415;GNIEWKOWO;SZAD£OWICE;415
BIA£A416;BIA£A;PARKOWA;416
NAK£O N/NOTECI•417;NAK£O N/NOTECI•;PRZEMYS£OWA, PATEREK;417
BYDGOSZCZ418;BYDGOSZCZ;USTRONIE;418
BYDGOSZCZ419;BYDGOSZCZ;£ CZYCKA;419
BYDGOSZCZ420;BYDGOSZCZ;MARSZA£KA FOCHA;420
KRUSZWICA421;KRUSZWICA;KOBYLNIKI;421
CHOJNICE422;CHOJNICE;WOLSZLEGERA;422
W£OC£AWEK423;W£OC£AWEK;£ GSKA;423
WIERZCHOS£AWICE424;WIERZCHOS£AWICE;;424
BYDGOSZCZ425;BYDGOSZCZ;Wojska Polskiego;425
GNIEWKOWO426;GNIEWKOWO;SZAD£OWICE, K/INOWROC£AWIA;426
BYDGOSZCZ427;BYDGOSZCZ;PRZEMYS£OWA;427
SZCZECIN7161;SZCZECIN;USTOWO;7†161
BYDGOSZCZ428;BYDGOSZCZ;NOWOTORU—SKA;428
NIESZAWA429;NIESZAWA;LASKOWSKIEGO;429
INOWROC£AW430;INOWROC£AW;STASZICA;430
WI CBORK431;WI CBORK;WYZWOLENIA;431
S P”LNO KRAJE—SKIE432;S P”LNO KRAJE—SKIE;SIENKIEWICZA;432
D•BROWA CHE£MI—SKA433;D•BROWA CHE£MI—SKA;;433
BARCIN434;BARCIN;WOLICE;434
KACZORY435;KACZORY;GAJOWA;435
NAK£O7721;NAK£O;KORNOWSKA 32;7†721
BYDGOSZCZ1788;BYDGOSZCZ;TORU—SKA;1†788
PI£A436;PI£A;AL.POWST.WLKP.;436
BARCIN437;BARCIN;KASPROWICZA;437
GRUDZI•DZ438;GRUDZI•DZ;PADEREWSKIEGO;438
SOLEC KUJAWSKI439;SOLEC KUJAWSKI;TORU—SKA;439
BYDGOSZCZ440;BYDGOSZCZ;TORU—SKA;440
WIELE—441;WIELE—;POTRZEBOWICKA;441
CHOJNICE442;CHOJNICE;ANGOWICKA;442
W£OC£AWEK443;W£OC£AWEK;P£OCKA;443
GRUDZI•DZ444;GRUDZI•DZ;DROGA JEZIORNA;444
GRUDZI•DZ445;GRUDZI•DZ;LASKOWICKA;445
BYDGOSZCZ446;BYDGOSZCZ;O£OWIANA;446
KRUK”WKO7237;KRUK”WKO;;7†237
OSIELSKO447;OSIELSKO;D BOWA;447
WARSZAWA1418;WARSZAWA;LWOWSKA;1†418
SZUBIN448;SZUBIN;LWP;448
TRZEMESZNO7162;TRZEMESZNO;FOLUSKA;7†162
POZNA—449;POZNA—;KAZIMIERZA WIELKIEGO;449
Z£OT”W450;Z£OT”W;åLUSARSKA;450
OSIEK  N/NOTECI•451;OSIEK  N/NOTECI•;S£OWIA—SKA;451
P£OCK7503;P£OCK;GWARDII LUDOWEJ 13- DOBRZY—SKA 55;7†503
£OBØENICA452;£OBØENICA;WYRZYSKA;452
Z£OT”W453;Z£OT”W;KOLEJOWA;453
W£OC£AWEK454;W£OC£AWEK;CELULOZOWA;454
£ KNO-W•GROWIEC7293;£ KNO-W•GROWIEC;PODG”RNA;7†293
W£OC£AWEK455;W£OC£AWEK;POLNA;455
BARCIN456;BARCIN;PODG”RNA;456
SOLEC KUJAWSKI457;SOLEC KUJAWSKI;POWSTA—C”W;457
KRUSZWICA458;KRUSZWICA;PIECKI;458
BYDGOSZCZ459;BYDGOSZCZ;PRZEMYS£OWA;459
W£OC£AWEK460;W£OC£AWEK;KOMUNALNA;460
UJåCIE461;UJåCIE;PILSKA;461
KORONOWO PRZYRZECZE7233;KORONOWO PRZYRZECZE;;7†233
RYNARZEWO462;RYNARZEWO;SZKOCJA;462
£OCHOWO463;£OCHOWO;LISI OGON;463
BONIEWO464;BONIEWO;LUBOMIN;464
BYDGOSZCZ465;BYDGOSZCZ;£ CZYCKA;465
POZNA—466;POZNA—;KRA—COWA;466
BYDGOSZCZ467;BYDGOSZCZ;ALEJA JANA PAW£A II;467
PI£A468;PI£A;£•CZNA;468
TRZEBO—7217;TRZEBO—;;7†217
PI£A469;PI£A;KOSSAKA;469
PI£A470;PI£A;MICHA£OWSKIEGO;470
BRODNICA471;BRODNICA;USTRONIE;471
BRODNICA472;BRODNICA;18-STYCZNIA;472
TORU—473;TORU—;SZOSA BYDGOSKA;473
POZNA—474;POZNA—;D BICKA;474
BYDGOSZCZ475;BYDGOSZCZ;GLINKI;475
W£OC£AWEK1789;W£OC£AWEK;WRONIA;1†789
BYDGOSZCZ476;BYDGOSZCZ;GRUNWALDZKA;476
GOLUB-DOBRZY—477;GOLUB-DOBRZY—;PODZAMEK GOLUBSKI;477
CHOJNICE-PAW£”WKO478;CHOJNICE-PAW£”WKO;JASNA;478
WA£CZ7393;WA£CZ;BUDOWLANYCH 9;7†393
BYDGOSZCZ479;BYDGOSZCZ;SMOLE—SKA;479
BYDGOSZCZ480;BYDGOSZCZ;KOMUNY PARYSKIEJ;480
MA£E GACNO481;MA£E GACNO;ZDROJE GM. CEKCYN;481
BRODNICA7961;BRODNICA;pÛ≥nocna;7†961
NOWA WIEå PA£UCKA7552;NOWA WIEå PA£UCKA;;7†552
BYDGOSZCZ482;BYDGOSZCZ;FLISACKA;482
£OBØENICA483;£OBØENICA;TARGOWA;483
CZERSK484;CZERSK;TUCHOLSKA;484
CHOJNICE485;CHOJNICE;KASZUBSKA;485
WA£CZ1230;WA£CZ;KOLEJOWA;1†230
GRUDZI•DZ487;GRUDZI•DZ;MICKIEWICZA;487
GRUDZI•DZ488;GRUDZI•DZ;BUDOWLANYCH;488
KRAK”W7204;KRAK”W;KAPELA—SKA;7†204
WA£CZ489;WA£CZ;WRONIA;489
WA£CZ490;WA£CZ;OKR ØNA;490
INOWROC£AW491;INOWROC£AW;POZNA—SKA;491
WA£CZ492;WA£CZ;K£ BOWIEC;492
POZNA—493;POZNA—;KURLANDZKA;493
BYDGOSZCZ494;BYDGOSZCZ;KUKU£CZA;494
BYDGOSZCZ495;BYDGOSZCZ;D•BROWA;495
S£UPSK7958;S£UPSK;ZYGMUNTA AUGUSTA;7†958
BYDGOSZCZ496;BYDGOSZCZ;SIEDLECKA;496
Z£OT”W497;Z£OT”W;PLAØOWA;497
ØNIN498;ØNIN;GNIEèNIE—SKA;498
KCYNIA499;KCYNIA;POZNA—SKA;499
GDA—SK3519;GDA—SK;MIA£KI SZLAK 43/45;3†519
BUDY—7440;BUDY—;;7†440
BYDGOSZCZ500;BYDGOSZCZ;BORSUCZA;500
BYDGOSZCZ501;BYDGOSZCZ;D•BROWSKIEGO;501
BYDGOSZCZ502;BYDGOSZCZ;WITEBSKA;502
POZNA—503;POZNA—;BOL. CHROBREGO;503
BYDGOSZCZ504;BYDGOSZCZ;WOJSKA POLSKIEGO;504
£OCHOWO505;£OCHOWO;£OCHOWICE;505
WYSOGOTOWO506;WYSOGOTOWO;SK”RZEWSKA;506
BYDGOSZCZ7388;BYDGOSZCZ;DRZYMA£Y SIEDLECKIEGO;7†388
INOWROC£AW507;INOWROC£AW;TUPAD£Y;507
BYDGOSZCZ508;BYDGOSZCZ;INOWROC£AWSKA;508
GOLUB-DOBRZY—509;GOLUB-DOBRZY—;;509
GOLUB-DOBRZY—510;GOLUB-DOBRZY—;TORU—SKA;510
BRODNICA511;BRODNICA;POWST. WIELKOPOLSKICH;511
GDA—SK2346;GDA—SK;;2†346
BRODNICA512;BRODNICA;SIKORSKIEGO;512
BRODNICA513;BRODNICA;GAJDY;513
BYDGOSZCZ514;BYDGOSZCZ;GRUNWALDZKA;514
BYDGOSZCZ515;BYDGOSZCZ;TORU—SKA;515
LUBRANIEC516;LUBRANIEC;PARCELE;516
GNIEZNO517;GNIEZNO;;517
POZNA—518;POZNA—;TRZEBAWSKA;518
POZNA—519;POZNA—;DZIADOSZA—SKA;519
CHE£MNO2397;CHE£MNO;PRZEMYS£OWA;2†397
INOWROC£AW520;INOWROC£AW;DWORCOWA;520
WA£CZ521;WA£CZ;PLAC POLSKI;521
£OBØENICA522;£OBØENICA;WYRZYSKA;522
PRZEèMIEROWO523;PRZEèMIEROWO;RYNKOWA;523
W£OC£AWEK524;W£OC£AWEK;TORU—SKA;524
TORU—525;TORU—;WSCHODNIA;525
SOLEC KUJAWSKI526;SOLEC KUJAWSKI;TORU—SKA;526
GNIEZNO527;GNIEZNO;SUROWIECKIEGO;527
TORU—528;TORU—;WIELKI R”W;528
PI£A529;PI£A;LUTYCKA;529
TUCHOLA530;TUCHOLA;BUDOWLANA;530
SOPOT5317;SOPOT;AL.NIEPODLEG£OSCI;5†317
GNIEZNO531;GNIEZNO;ROOSVELTA;531
åWIECIE532;åWIECIE;KOZ£OWO;532
OSIE533;OSIE;SZKOLNA;533
GRUDZI•DZ534;GRUDZI•DZ;GEN. J. KUSTRONIA;534
KONIN7176;KONIN;M. D•BROWSKIEJ;7†176
MOGILNO535;MOGILNO;M. KONOPNICKIEJ;535
ØNIN536;ØNIN;FABRYCZNA;536
WARSZAWA537;WARSZAWA;PU£AWSKA;537
BYDGOSZCZ4125;BYDGOSZCZ;GRUNWALDZKA;4†125
W£OC£AWEK538;W£OC£AWEK;GRODZKA;538
KOBYLNICA539;KOBYLNICA;HELIKOPTEROWA;539
KSI TE2028;KSI TE;;2†028
W£OC£AWEK540;W£OC£AWEK;WYSOKA;540
POZNA—541;POZNA—;RAKONIEWICKA;541
TARN”WKA542;TARN”WKA;POCZTOWA;542
POZNA—543;POZNA—;WARSZAWSKA;543
CEPNO3574;CEPNO;;3†574
PI£A544;PI£A;RODAKOWSKIEGO;544
SOLEC KUJAWSKI545;SOLEC KUJAWSKI;TORU—SKA;545
BARCIN546;BARCIN;ØNI—SKA;546
LIPNO547;LIPNO;SK PSKA;547
GDYNIA7177;GDYNIA;JANA Z KOLNA;7†177
BYDGOSZCZ548;BYDGOSZCZ;PRZEMYS£OWA;548
TUCHOLA549;TUCHOLA;TOWAROWA;549
CHOJNICE550;CHOJNICE;IGIELSKA;550
BYS£AW551;BYS£AW;BYS£AW 56;551
POZNA—552;POZNA—;WIERUSZOWSKA;552
CHODZIEØ553;CHODZIEØ;S£ONECZNA;553
W£OC£AWEK554;W£OC£AWEK;OKRZEI;554
W£OC£AWEK555;W£OC£AWEK;TORU—SKA;555
W£OC£AWEK556;W£OC£AWEK;AL.. CHOPINA;556
INOWROC£AW557;INOWROC£AW;POZNA—SKA;557
PRUSZK”W558;PRUSZK”W;WIEJSKA;558
CZARNK”W559;CZARNK”W;ORZECHOWA;559
Olsztyn1824;Olsztyn;Krasickiego;1†824
BIA£E B£OTA560;BIA£E B£OTA;SZUBI—SKA;560
BYDGOSZCZ561;BYDGOSZCZ;CICHA;561
ME£NO562;ME£NO;;562
KO£O-KOCIELEC7178;KO£O-KOCIELEC;KWIATOWA;7†178
KOZIEG£OWY563;KOZIEG£OWY;PIASKOWA;563
ØAR”W2124;ØAR”W;ARMII KRAJOWEJ;2†124
INOWROC£AW564;INOWROC£AW;FABRYCZNA;564
TRZCIANKA565;TRZCIANKA;27 STYCZNIA;565
BLEKWIT 617179;BLEKWIT 61;;7†179
MROCZA8038;MROCZA;Drzewianowska;8†038
GRUDZI•DZ566;GRUDZI•DZ;SZOSA TORU—SKA;566
KWIDZYN567;KWIDZYN;ØWIROWA;567
TORU—3573;TORU—;Wschodnia;3†573
S P”LNO KRAJE—SKIE568;S P”LNO KRAJE—SKIE;KOLEJOWA;568
GDYNIA7186;GDYNIA;SK£ODOWSKIEJ;7†186
BYDGOSZCZ569;BYDGOSZCZ;SZUBI—SKA;569
PI£A570;PI£A;KOSSAKA;570
WA£CZ1231;WA£CZ;BUDOWLANYCH;1†231
KSI TE2029;KSI TE;;2†029
WEJHEROWO6999;WEJHEROWO;SOBIESKIEGO;6†999
W•BRZEèNO572;W•BRZEèNO;WA£YCZ;572
W•BRZEèNO573;W•BRZEèNO;M. RATAJA;573
W•BRZEèNO574;W•BRZEèNO;KRASI—SKIEGO;574
PI£A575;PI£A;WOJSKA POLSKIEGO;575
W£OC£AWEK2187;W£OC£AWEK;;2†187
PI£A576;PI£A;CHODKIEWICZA;576
WA£CZ577;WA£CZ;KO£ABRZESKA;577
RYPIN578;RYPIN;OGRODOWA;578
NOWE MIASTO LUBAWSKIE7946;NOWE MIASTO LUBAWSKIE;BRZOZOWA;7†946
CHE£MNO579;CHE£MNO;PAROWA;579
TORU—580;TORU—;åW. J”ZEFA;580
PAKOå∆581;PAKOå∆;GIEBNIA;581
OSIELSKO7181;OSIELSKO;S£ONECZNA;7†181
W£OC£AWEK582;W£OC£AWEK;POLNA;582
JANOWIEC WIELKOPOLSKI583;JANOWIEC WIELKOPOLSKI;OS. BIELAWY;583
WRONKI585;WRONKI;D BOWA;585
D BOG”RZE7187;D BOG”RZE;;7†187
BYDGOSZCZ586;BYDGOSZCZ;INWALID”W;586
INOWROC£AW587;INOWROC£AW;KS.P. WAWRZYNIAKA;587
TORU—3174;TORU—;POLNA;3†174
BRODNICA588;BRODNICA;WYSOKA;588
BRODNICA589;BRODNICA;18-STYCZNIA;589
TRZEMESZNO590;TRZEMESZNO;WYSZY—SKIEGO;590
MOGILNO591;MOGILNO;PL. WOLNOåCI;591
GNIEZNO1834;GNIEZNO;ROOSEVELTA;1†834
CZARNE7188;CZARNE;;7†188
STRYCHOWO7962;STRYCHOWO;;7†962
GNIEZNO592;GNIEZNO;ØWIRKI WIGURY;592
MALBORK5304;MALBORK;JAGIELLO—SKA;5†304
TARNOWO PODG”RNE593;TARNOWO PODG”RNE;ROKIETNICKA;593
GRUDZI•DZ594;GRUDZI•DZ;WA£DOWO SZLACHECKIE;594
BYDGOSZCZ595;BYDGOSZCZ;SMOLE—SKA;595
PI£A596;PI£A;D•BROWSKIEGO;596
ROGOWO597;ROGOWO;Z£OTNIKI;597
PI£A598;PI£A;WALECZNYCH;598
INOWROC£AW599;INOWROC£AW;STASZICA;599
TARNOWO PODG”RNE600;TARNOWO PODG”RNE;KRUCZA;600
BYDGOSZCZ601;BYDGOSZCZ;NAKIELSKA;601
4178;;;4†178
SOLEC KUJAWSKI602;SOLEC KUJAWSKI;UNII EUROPEJSKIEJ;602
INOWROC£AW603;INOWROC£AW;LATKOWO;603
INOWROC£AW604;INOWROC£AW;NOWA;604
ROGOWO3585;ROGOWO;Jeziorna;3†585
åWIECIE605;åWIECIE;SZYMANOWSKIEGO;605
åWIECIE606;åWIECIE;BYDGOSKA;606
DOBRCZ607;DOBRCZ;W£”KI;607
BYDGOSZCZ608;BYDGOSZCZ;TORU—SKA;608
RADWANKI609;RADWANKI;ADOLFOWO;609
TORU—610;TORU—;TARGOWA;610
TORU—611;TORU—;SZOSA LUBICKA;611
POZNA—612;POZNA—;KOPANINA;612
CHE£MNO613;CHE£MNO;PODG”RNA;613
WA£CZ614;WA£CZ;DOBINO;614
TORU—615;TORU—;GEN. SOWI—SKIEGO;615
CHOJNICE616;CHOJNICE;DERDOWSKIEGO;616
CHOJNICE617;CHOJNICE;NIEØYCHOWICE;617
BYDGOSZCZ618;BYDGOSZCZ;CHODKIEWICZA;618
GRUDZI•DZ619;GRUDZI•DZ;DWORCOWA;619
ALEKSANDR”W KUJAWSKI620;ALEKSANDR”W KUJAWSKI;PRZEMYS£OWA;620
ØNIN1884;ØNIN;SZPITALNA;1†884
KRAPKOWICE7182;KRAPKOWICE;OPOLSKA;7†182
JANOWIEC WIELKOPOLSKI621;JANOWIEC WIELKOPOLSKI;ØERNIKI;621
£YSOMICE622;£YSOMICE;PORZECZKOWA;622
£YSOMICE623;£YSOMICE;GDA—SKA;623
BRODNICA624;BRODNICA;SIKORSKIEGO;624
GRUDZI•DZ625;GRUDZI•DZ;MAGAZYNOWA;625
WA£CZ626;WA£CZ;OSTROWIEC;626
KORONOWO627;KORONOWO;SZOSA KOTOMIERSKA;627
KORONOWO628;KORONOWO;SAMOCI•ØEK;628
TORU—629;TORU—;GAN. CH£OPICKIEGO;629
SK”RKA630;SK”RKA;SK”RKA;630
BYDGOSZCZ631;BYDGOSZCZ;KUJAWSKA;631
KORONOWO632;KORONOWO;AL.. WOLNOåCI;632
POZNA—633;POZNA—;RUMU—SKA;633
PI£A634;PI£A;CHOPINA;634
W•GROWIEC635;W•GROWIEC;JANOWIECKA;635
CHOJNICE636;CHOJNICE;LIåCIASTA;636
NOWE1854;NOWE;GARBUZY;1†854
RACI•Ø7947;RACI•Ø;KASZTELA—SKA;7†947
GNIEZNO637;GNIEZNO;KOLEJOWA;637
KORONOWO638;KORONOWO;AL.. WOLNOåCI;638
WYRZYSK639;WYRZYSK;RUDA;639
CHOJNICE7189;CHOJNICE;POMORSKA;7†189
BYDGOSZCZ640;BYDGOSZCZ;DESZCZOWA;640
GDA—SK641;GDA—SK;MJR. H. SUCHARSKIEGO;641
WARSZAWA642;WARSZAWA;ØELAZNA;642
GNIEWKOWO643;GNIEWKOWO;WIELOWIEå;643
REJOWIEC644;REJOWIEC;FABRYCZNA;644
GOLUB-DOBRZY—645;GOLUB-DOBRZY—;SZOSA RYPI—SKA;645
GOLUB-DOBRZY—646;GOLUB-DOBRZY—;SZOSA RYPI—SKA;646
SADKI647;SADKI;POLNA;647
NAK£O N/NOTECI•648;NAK£O N/NOTECI•;D•BROWSKIEGO;648
W•BRZEèNO649;W•BRZEèNO;1 MAJA;649
GRODZISK MAZOWIECKI650;GRODZISK MAZOWIECKI;CHRZANOWSKA;650
OSIELSKO651;OSIELSKO;ØO£ DOWO;651
SAMOSTRZEL-SADKI652;SAMOSTRZEL-SADKI;;652
BYDGOSZCZ653;BYDGOSZCZ;ZAåWIAT;653
ROGOèNO WIELKOPOLSKIE654;ROGOèNO WIELKOPOLSKIE;KOåCIUSZKI;654
INOWROC£AW655;INOWROC£AW;M•TEWSKA;655
GDA—SK7213;GDA—SK;ØABIA;7†213
BYDGOSZCZ656;BYDGOSZCZ;PRZEMYS£OWA;656
NAK£O N/NOTECI•657;NAK£O N/NOTECI•;DOLNA;657
OSIE659;OSIE;SZKOLNA;659
TORU—660;TORU—;NIESIO£OWSKIEGO;660
TORU—661;TORU—;KOåCIUSZKI;661
INOWROC£AW662;INOWROC£AW;KRUåLIWIEC;662
BYDGOSZCZ1232;BYDGOSZCZ;OKR ØNA;1†232
PAKOå∆663;PAKOå∆;LUDKOWO;663
RADZIEJ”W664;RADZIEJ”W;1MAJA;664
CHALIN-DOBRZY N. WIS£A665;CHALIN-DOBRZY N. WIS£A;CHALIN;665
JANIKOWO666;JANIKOWO;PRZEMYS£OWA;666
KARLINO1790;KARLINO;KO£OBRZESKA;1†790
WI CBORK667;WI CBORK;STARODWORCOWA;667
CHOJNICE668;CHOJNICE;DERDOWSKIEGO;668
RADOM669;RADOM;W.WITOSA;669
SOLEC KUJAWSKI4126;SOLEC KUJAWSKI;LEåNA;4†126
BYDGOSZCZ670;BYDGOSZCZ;WOJSKA POLSKIEGO;670
BYDGOSZCZ671;BYDGOSZCZ;GRUNWALDZKA;671
W£OC£AWEK672;W£OC£AWEK;P£OCKA;672
NAK£O N/NOTECI•673;NAK£O N/NOTECI•;POWST. WIELKOPOLSKICH;673
CIECHOCINEK7190;CIECHOCINEK;WOJSKA POLSKIEGO;7†190
POPOWO BISKUPIE674;POPOWO BISKUPIE;POPOWO BISKUPIE;674
JANIKOWO675;JANIKOWO;PRZEMYS£OWA;675
KWIDZYN676;KWIDZYN;KOCHANOWSKIEGO;676
RYPIN677;RYPIN;DYLEWO;677
POZNA—678;POZNA—;SMARDZEWSKA;678
W£OC£AWEK679;W£OC£AWEK;WIENIECKA;679
LIPNO680;LIPNO;WOJSKA POLSKIEGO;680
BYDGOSZCZ681;BYDGOSZCZ;NAKIELSKA;681
NAK£O N/NOTECI•682;NAK£O N/NOTECI•;M.DRZYMA£Y;682
W£OC£AWEK683;W£OC£AWEK;DUNIKOWSKA;683
BYDGOSZCZ684;BYDGOSZCZ;WOJSKA POLSKIEGO;684
TORU—685;TORU—;S£ONECZNA;685
SWARZ DZ686;SWARZ DZ;KWAåNIEWSKIEGO;686
RYPIN687;RYPIN;CHOLEWI—SKIEGO;687
SZUBIN688;SZUBIN;W.POLSKIEGO;688
KORONOWO689;KORONOWO;STOPKA;689
BYDGOSZCZ690;BYDGOSZCZ;PODMIEJSKA;690
BYDGOSZCZ3794;BYDGOSZCZ;Koronowska 29a;3†794
POZNA—691;POZNA—;D•BROWSKIEGO;691
POZNA—692;POZNA—;CHOCHO£OWSKA;692
GA£ ZEWO-ROGOWO7467;GA£ ZEWO-ROGOWO;6;7†467
TORU—693;TORU—;LEGION”W;693
PI£A694;PI£A;AL.POWST.WLKP.;694
KONIN3553;KONIN;Towarowa;3†553
TORU—695;TORU—;C. SK£ODOWSKIEJ;695
GDA—SK7457;GDA—SK;LITEWSKA;7†457
GRUDZI•DZ697;GRUDZI•DZ;SK£ADOWA;697
MARGONIN698;MARGONIN;MARGO—SKA WIEå;698
KRUSZWICA699;KRUSZWICA;AL. NIEPODLEG£OåCI;699
SZCZECIN7791;SZCZECIN;£UKASI—SKIEGO;7†791
MOGILNO700;MOGILNO;PRZEMYS£OWA;700
TORU—701;TORU—;SZ.SZEREG”W;701
åWIECIE702;åWIECIE;BYDGOSKA;702
